,Rank,Hotel Name,Rate,Site Link
106,107,Best Western Hollywood Plaza Inn-Hollywood Walk of Fame Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77247-Reviews-Best_Western_Hollywood_Plaza_Inn_Hollywood_Walk_of_Fame_Hotel-Los_Angeles_California.html
107,108,Comfort Inn Near Old Town Pasadena in Eagle Rock Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76793-Reviews-Comfort_Inn_Near_Old_Town_Pasadena_in_Eagle_Rock_Los_Angeles-Los_Angeles_California.html
108,109,Villa Brasil Motel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d657068-Reviews-Villa_Brasil_Motel-Los_Angeles_California.html
109,110,New Seoul Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d10321694-Reviews-New_Seoul_Hotel-Los_Angeles_California.html
110,111,Knights Inn Los Angeles Central/Convention Center Area,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d589309-Reviews-Knights_Inn_Los_Angeles_Central_Convention_Center_Area-Los_Angeles_California.html
111,112,Holiday Inn Express - Los Angeles Downtown West,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84286-Reviews-Holiday_Inn_Express_Los_Angeles_Downtown_West-Los_Angeles_California.html
112,113,Sea Rock Inn,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d83988-Reviews-Sea_Rock_Inn-Los_Angeles_California.html
113,114,Hollywood Downtowner Inn,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d268977-Reviews-Hollywood_Downtowner_Inn-Los_Angeles_California.html
114,115,Wilshire Motel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1528623-Reviews-Wilshire_Motel-Los_Angeles_California.html
115,116,Residence Inn by Marriott Beverly Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84453-Reviews-Residence_Inn_by_Marriott_Beverly_Hills-Los_Angeles_California.html
116,117,Regency Inn Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1783764-Reviews-Regency_Inn_Los_Angeles-Los_Angeles_California.html
117,118,Courtyard Los Angeles Woodland Hills,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82682-Reviews-Courtyard_Los_Angeles_Woodland_Hills-Los_Angeles_California.html
118,119,Beverly Inn,2.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119492-Reviews-Beverly_Inn-Los_Angeles_California.html
119,120,City Center Hotel,2 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1591524-Reviews-City_Center_Hotel-Los_Angeles_California.html
120,121,Friendship Motor Inn,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d3386634-Reviews-Friendship_Motor_Inn-Los_Angeles_California.html
121,122,Holiday Inn Express Van Nuys,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d82494-Reviews-Holiday_Inn_Express_Van_Nuys-Los_Angeles_California.html
122,123,Oxford Palace Hotel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d84483-Reviews-Oxford_Palace_Hotel-Los_Angeles_California.html
123,124,Hyde Park Motel,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d3460043-Reviews-Hyde_Park_Motel-Los_Angeles_California.html
124,125,Holiday Inn Express & Suites Chatsworth,3.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76458-Reviews-Holiday_Inn_Express_Suites_Chatsworth-Los_Angeles_California.html
125,126,Palihotel Westwood Village,5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119434-Reviews-Palihotel_Westwood_Village-Los_Angeles_California.html
126,127,Hotel Erwin,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d81170-Reviews-Hotel_Erwin-Los_Angeles_California.html
127,128,Hollywood Hotel,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77237-Reviews-Hollywood_Hotel-Los_Angeles_California.html
128,129,Four Seasons Hotel Los Angeles at Beverly Hills,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d76049-Reviews-Four_Seasons_Hotel_Los_Angeles_at_Beverly_Hills-Los_Angeles_California.html
129,130,Kimpton Everly Hotel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d12227029-Reviews-Kimpton_Everly_Hotel-Los_Angeles_California.html
130,131,Loews Hollywood Hotel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d224168-Reviews-Loews_Hollywood_Hotel-Los_Angeles_California.html
131,132,Elan Hotel,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d223041-Reviews-Elan_Hotel-Los_Angeles_California.html
132,133,"Inn at Playa Del Rey, A Four Sisters Inn",4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d73936-Reviews-Inn_at_Playa_Del_Rey_A_Four_Sisters_Inn-Los_Angeles_California.html
133,134,Lexen Hotel - North Hollywood,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d13312797-Reviews-Lexen_Hotel_North_Hollywood-Los_Angeles_California.html
134,135,El Royale Hotel Near Universal Studios Hollywood,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d6420068-Reviews-El_Royale_Hotel_Near_Universal_Studios_Hollywood-Los_Angeles_California.html
135,136,Omni Los Angeles at California Plaza,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d77804-Reviews-Omni_Los_Angeles_at_California_Plaza-Los_Angeles_California.html
136,137,LEVEL Furnished Living,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d7914622-Reviews-LEVEL_Furnished_Living-Los_Angeles_California.html
137,138,Sweet Dreams B&B,5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d6700247-Reviews-Sweet_Dreams_B_B-Los_Angeles_California.html
138,139,Inn at Venice Beach,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d119382-Reviews-Inn_at_Venice_Beach-Los_Angeles_California.html
139,140,Dresden B&B,5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d1134511-Reviews-Dresden_B_B-Los_Angeles_California.html
140,141,The Brentwood Inn,4.5 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d249693-Reviews-The_Brentwood_Inn-Los_Angeles_California.html
141,142,Mama Shelter Los Angeles,4 of 5 bubbles,https://www.tripadvisor.com//Hotel_Review-g32655-d8000383-Reviews-Mama_Shelter_Los_Angeles-Los_Angeles_California.html
